iter	Passed	Remaining
157	473	2523
158	474	2512
159	476	2500
160	477	2487
161	478	2476
162	483	2482
163	486	2481
164	489	2474
165	490	2465
166	492	2456
167	497	2461
168	499	2457
169	501	2450
170	503	2440
171	505	2432
172	506	2423
173	508	2413
174	510	2408
175	512	2400
176	514	2390
177	515	2381
178	517	2371
179	518	2362
180	519	2352
181	521	2342
182	524	2342
183	526	2334
184	527	2325
185	529	2315
186	530	2306
187	532	2298
188	533	2288
189	534	2279
190	536	2270
191	539	2269
192	541	2262
193	542	2254
194	544	2247
195	546	2243
196	548	2236
197	550	2228
198	553	2228
199	555	2221
200	556	2212
201	558	2204
202	559	2197
203	561	2189
204	562	2182
205	564	2174
206	567	2173
207	570	2172
208	574	2173
209	576	2168
210	578	2161
211	579	2155
212	582	2151
213	584	2147
214	586	2143
215	589	2138
216	590	2131
217	592	2124
218	595	2123
219	600	2128
220	602	2124
221	605	2121
222	607	2116
223	612	2120
224	615	2118
225	616	2112
226	618	2106
227	620	2100
228	622	2095
229	626	2096
230	628	2092
231	631	2090
232	634	2087
233	636	2082
234	638	2077
235	640	2073
236	642	2068
237	644	2062
238	645	2056
239	647	2050
240	649	2044
241	650	2037
242	653	2037
243	657	2037
244	659	2031
245	660	2025
246	662	2018
247	663	2013
248	665	2007
249	667	2003
250	670	2001
251	672	1995
252	673	1989
253	675	1984
254	677	1978
255	678	1972
256	680	1968
257	683	1964
258	684	1958
259	686	1953
260	687	1947
261	689	1942
262	691	1936
263	692	1930
264	694	1926
265	696	1922
266	698	1917
267	699	1911
268	701	1905
269	702	1899
270	704	1894
271	706	1889
272	708	1885
273	710	1883
274	712	1878
275	714	1873
276	715	1868
277	717	1862
278	718	1857
279	720	1851
280	721	1846
281	724	1844
282	726	1840
283	727	1835
284	729	1830
285	731	1825
286	732	1820
287	734	1815
288	735	1810
289	738	1807
290	739	1802
291	741	1798
292	743	1794
293	745	1789
294	747	1785
295	749	1781
296	752	1780
297	753	1775
298	755	1770
299	756	1765
300	758	1760
301	759	1755
302	761	1750
303	763	1747
304	765	1743
305	766	1739
306	768	1734
307	770	1730
308	771	1725
309	772	1720
310	774	1715
311	775	1710
312	777	1706
313	779	1702
314	780	1697
315	782	1693
316	784	1689
317	785	1684
318	787	1680
319	788	1676
320	790	1671
321	792	1668
322	793	1663
323	795	1659
324	796	1654
325	798	1650
326	799	1646
327	801	1642
328	803	1638
329	805	1635
330	807	1631
331	808	1627
332	810	1623
333	811	1618
334	813	1614
335	814	1609
336	816	1605
337	818	1602
338	820	1599
339	822	1596
340	823	1592
341	825	1588
342	827	1584
343	828	1580
344	830	1576
345	831	1572
346	834	1569
347	835	1566
348	837	1561
349	839	1558
350	840	1554
351	842	1550
352	844	1546
353	845	1542
354	847	1538
355	848	1535
356	850	1531
357	852	1527
358	853	1524
359	855	1520
360	856	1516
361	858	1513
362	860	1510
363	862	1507
364	864	1503
365	865	1499
366	867	1495
367	868	1492
368	870	1488
369	872	1484
370	873	1480
371	875	1477
372	877	1474
373	878	1470
374	879	1466
375	881	1462
376	882	1459
377	884	1455
378	885	1451
379	887	1447
380	889	1445
381	891	1442
382	892	1438
383	894	1434
384	896	1431
385	897	1428
386	899	1424
387	900	1420
388	902	1417
389	904	1415
390	906	1411
391	907	1408
392	909	1404
393	910	1401
394	912	1397
395	914	1394
396	915	1390
397	918	1389
398	920	1386
399	922	1383
400	923	1379
401	925	1376
402	927	1373
403	928	1370
404	930	1366
405	932	1364
406	934	1361
407	936	1358
408	937	1354
409	939	1351
410	940	1347
411	941	1344
412	943	1341
413	945	1338
414	947	1335
415	949	1332
416	950	1328
417	952	1325
418	953	1322
419	955	1319
420	956	1315
421	958	1312
422	960	1309
423	961	1306
424	963	1303
425	964	1300
426	966	1296
427	967	1293
428	969	1290
429	971	1287
430	973	1284
431	976	1283
432	977	1280
433	979	1277
434	981	1274
435	982	1271
436	983	1267
437	985	1264
438	987	1261
439	989	1259
440	991	1256
441	993	1253
442	994	1250
443	996	1247
444	997	1244
445	999	1241
446	1001	1238
447	1004	1238
448	1007	1235
449	1008	1233
450	1010	1230
451	1012	1227
452	1013	1224
453	1018	1225
454	1021	1223
455	1023	1220
456	1024	1217
457	1026	1215
458	1029	1212
459	1030	1210
460	1033	1207
461	1036	1207
462	1040	1206
463	1044	1206
464	1048	1206
465	1051	1204
466	1053	1202
467	1056	1200
468	1059	1199
469	1063	1199
470	1068	1200
471	1070	1197
472	1072	1195
473	1077	1195
474	1079	1193
475	1081	1190
476	1083	1187
477	1086	1186
478	1087	1183
479	1091	1182
480	1094	1180
481	1096	1178
482	1098	1175
483	1099	1172
484	1101	1169
485	1103	1166
486	1108	1168
487	1111	1165
488	1113	1163
489	1118	1164
490	1122	1163
491	1124	1161
492	1126	1158
493	1129	1157
494	1131	1154
495	1133	1151
496	1136	1149
497	1141	1150
498	1143	1148
499	1145	1145
500	1148	1143
501	1152	1143
502	1154	1140
503	1156	1138
504	1159	1136
505	1161	1134
506	1164	1132
507	1167	1130
508	1169	1128
509	1171	1125
510	1173	1123
511	1175	1120
512	1177	1117
513	1181	1117
514	1184	1115
515	1186	1112
516	1188	1110
517	1191	1108
518	1192	1105
519	1195	1103
520	1197	1100
521	1199	1098
522	1201	1096
523	1203	1093
524	1205	1090
525	1207	1088
526	1209	1085
527	1211	1083
528	1213	1080
529	1216	1079
530	1220	1077
531	1222	1075
532	1224	1072
533	1226	1070
534	1228	1068
535	1231	1065
536	1233	1063
537	1237	1062
538	1242	1063
539	1245	1060
540	1247	1058
541	1249	1055
542	1251	1053
543	1256	1053
544	1258	1050
545	1261	1048
546	1265	1047
547	1273	1050
548	1279	1050
549	1283	1050
550	1287	1048
551	1289	1046
552	1291	1043
553	1294	1042
554	1299	1042
555	1303	1040
556	1305	1038
557	1307	1035
558	1310	1033
559	1314	1032
560	1317	1030
561	1320	1029
562	1322	1026
563	1326	1025
564	1330	1024
565	1332	1021
566	1333	1018
567	1335	1015
568	1337	1012
569	1338	1010
570	1341	1007
571	1344	1006
572	1346	1003
573	1349	1001
574	1352	999
575	1354	996
576	1358	995
577	1360	993
578	1362	990
579	1365	988
580	1374	991
581	1377	989
582	1379	986
583	1382	984
584	1384	982
585	1389	981
586	1391	978
587	1393	976
588	1395	973
589	1397	970
590	1398	967
591	1402	966
592	1405	964
593	1408	962
594	1410	959
595	1411	957
596	1413	954
597	1418	953
598	1419	950
599	1421	947
600	1423	945
601	1425	942
602	1426	939
603	1428	936
604	1430	934
605	1434	932
606	1436	930
607	1438	927
608	1439	924
609	1441	921
610	1444	919
611	1446	916
612	1448	914
613	1450	911
614	1452	909
615	1453	906
616	1455	903
617	1462	903
618	1463	901
619	1466	898
620	1467	895
621	1469	893
622	1470	890
623	1474	888
624	1477	886
625	1479	884
626	1481	881
627	1483	878
628	1484	875
629	1487	873
630	1490	871
631	1492	869
632	1494	866
633	1496	864
634	1498	861
635	1500	858
636	1502	856
637	1504	853
638	1506	851
639	1508	848
640	1510	845
641	1511	842
642	1513	840
643	1516	838
644	1533	843
645	1535	841
646	1537	838
647	1539	836
648	1541	833
649	1543	831
650	1547	829
651	1549	826
652	1551	824
653	1553	822
654	1555	819
655	1557	816
656	1558	813
657	1561	811
658	1563	809
659	1565	806
660	1567	803
661	1569	801
662	1571	798
663	1572	795
664	1578	795
665	1580	792
666	1582	790
667	1584	787
668	1585	784
669	1587	781
670	1592	780
671	1593	778
672	1595	775
673	1597	772
674	1598	769
675	1600	766
676	1601	764
677	1603	761
678	1606	759
679	1609	757
680	1611	754
681	1613	752
682	1614	749
683	1616	746
684	1620	745
685	1622	742
686	1624	739
687	1625	737
688	1627	734
689	1629	731
690	1630	729
691	1633	726
692	1635	724
693	1637	722
694	1639	719
695	1640	716
696	1642	713
697	1643	711
698	1645	708
699	1647	705
700	1648	703
701	1651	701
702	1653	698
703	1655	696
704	1657	693
705	1660	691
706	1663	689
707	1665	686
708	1667	684
709	1668	681
710	1670	678
711	1671	676
712	1673	673
713	1675	671
714	1677	668
715	1679	666
716	1680	663
717	1682	660
718	1683	657
719	1685	655
720	1686	652
721	1688	650
722	1690	647
723	1692	645
724	1694	642
725	1695	640
726	1697	637
727	1700	635
728	1701	632
729	1703	629
730	1705	627
731	1707	624
732	1708	622
733	1710	619
734	1712	617
735	1713	614
736	1715	612
737	1716	609
738	1718	607
739	1720	604
740	1722	602
741	1723	599
742	1725	596
743	1726	594
744	1728	591
745	1729	588
746	1731	586
747	1732	583
748	1734	581
749	1736	578
750	1738	576
751	1740	573
752	1741	571
753	1742	568
754	1744	565
755	1745	563
756	1747	560
757	1749	558
758	1750	555
759	1752	553
760	1754	550
761	1755	548
762	1756	545
763	1758	543
764	1759	540
765	1761	538
766	1763	535
767	1765	533
768	1766	530
769	1767	528
770	1769	525
771	1770	522
772	1772	520
773	1773	517
774	1774	515
775	1776	512
776	1778	510
777	1779	507
778	1780	505
779	1782	502
780	1783	500
781	1785	497
782	1786	495
783	1787	492
784	1789	490
785	1791	487
786	1792	485
787	1794	482
788	1795	480
789	1797	477
790	1798	475
791	1800	472
792	1801	470
793	1802	467
794	1804	465
795	1806	463
796	1808	460
797	1809	458
798	1812	455
799	1813	453
800	1815	450
801	1816	448
802	1818	446
803	1820	443
804	1821	441
805	1822	438
806	1824	436
807	1825	433
808	1826	431
809	1827	428
810	1829	426
811	1830	423
812	1832	421
813	1833	419
814	1835	416
815	1836	414
816	1837	411
817	1839	409
818	1840	406
819	1841	404
820	1843	401
821	1844	399
822	1845	396
823	1847	394
824	1850	392
825	1852	390
826	1853	387
827	1854	385
828	1856	382
829	1857	380
830	1858	378
831	1860	375
832	1862	373
833	1864	371
834	1865	368
835	1867	366
836	1868	363
837	1869	361
838	1871	359
839	1872	356
840	1874	354
841	1875	351
842	1877	349
843	1878	347
844	1880	344
845	1881	342
846	1882	340
847	1884	337
848	1885	335
849	1886	332
850	1888	330
851	1889	328
852	1892	326
853	1893	323
854	1895	321
855	1896	319
856	1898	316
857	1899	314
858	1901	312
859	1903	309
860	1905	307
861	1906	305
862	1908	302
863	1909	300
864	1911	298
865	1912	295
866	1914	293
867	1915	291
868	1916	288
869	1919	286
870	1920	284
871	1922	282
872	1923	279
873	1925	277
874	1926	275
875	1927	272
876	1929	270
877	1930	268
878	1931	265
879	1933	263
880	1935	261
881	1936	259
882	1938	256
883	1939	254
884	1941	252
885	1942	249
886	1943	247
887	1945	245
888	1947	243
889	1948	240
890	1950	238
891	1951	236
892	1953	234
893	1954	231
894	1955	229
895	1957	227
896	1958	224
897	1960	222
898	1962	220
899	1963	218
900	1965	215
901	1966	213
902	1968	211
903	1969	209
904	1970	206
905	1972	204
906	1973	202
907	1976	200
908	1977	198
909	1979	195
910	1980	193
911	1982	191
912	1983	189
913	1985	186
914	1986	184
915	1988	182
916	1989	180
917	1991	177
918	1993	175
919	1994	173
920	1995	171
921	1997	168
922	1998	166
923	2000	164
924	2001	162
925	2003	160
926	2005	157
927	2006	155
928	2008	153
929	2009	151
930	2010	149
931	2012	146
932	2013	144
933	2015	142
934	2016	140
935	2018	138
936	2019	135
937	2021	133
938	2022	131
939	2024	129
940	2025	126
941	2026	124
942	2028	122
943	2030	120
944	2032	118
945	2034	116
946	2035	113
947	2036	111
948	2038	109
949	2039	107
950	2041	105
951	2042	102
952	2044	100
953	2048	98
954	2050	96
955	2052	94
956	2053	92
957	2055	90
958	2056	87
959	2058	85
960	2059	83
961	2063	81
962	2064	79
963	2066	77
964	2068	75
965	2069	72
966	2071	70
967	2072	68
968	2074	66
969	2077	64
970	2079	62
971	2080	59
972	2082	57
973	2084	55
974	2086	53
975	2087	51
976	2090	49
977	2091	47
978	2093	44
979	2094	42
980	2095	40
981	2097	38
982	2099	36
983	2100	34
984	2102	32
985	2103	29
986	2105	27
987	2107	25
988	2108	23
989	2109	21
990	2110	19
991	2112	17
992	2113	14
993	2115	12
994	2116	10
995	2118	8
996	2120	6
997	2121	4
998	2123	2
999	2124	0
